POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION,ave_u,ave_ca,ave_as,ave_e
346789,90704,33.3992475,-118.4356008,ZIP,,,,302,0,0,0,0
346790,90704,33.331963,-118.343706,TESTCENTER,2272303,HIGH SCHOOL,AVALON HIGH SCHOOL,,0.073630252,119,8.762,166.562
346791,92629,33.4751201,-117.7056751,ZIP,,,,1432,0,0,0,0
346792,92624,33.4514689,-117.6590564,ZIP,,,,470,0,0,0,0
346793,92677,33.5288675,-117.7011753,ZIP,,,,4266,0,0,0,0
346794,92675,33.511714,-117.657409,TESTCENTER,2273269,HIGH SCHOOL,SAN JUAN HILL HIGH SCHOOL,,0.176864305,1360,240.5354545,1562.45
346795,92672,33.42411,-117.6067751,ZIP,,,,2155,0,0,0,0
346796,92673,33.46,-117.63,TESTCENTER,2271206,HIGH SCHOOL,SAN CLEMENTE HIGH SCHOOL,,0.627144894,365.9636364,229.3909091,1530.43
346797,92673,33.4673712,-117.6135092,ZIP,,,,2014,0,0,0,0
346798,92675,33.5018599,-117.6086463,ZIP,,,,2713,0,0,0,0
346799,92694,33.547238,-117.6237612,ZIP,,,,1080,0,0,0,0
346800,92055,33.3877228,-117.4447579,ZIP,,,,2921,0,0,0,0
346801,92107,32.7390553,-117.2454042,ZIP,,,,1441,0,0,0,0
346802,92118,32.6992345,-117.2096422,ZIP,,,,1387,0,0,0,0
346803,92135,32.697543,-117.192775,ZIP,,,,99,0,0,0,0
346804,92106,32.7108183,-117.2376128,ZIP,,,,991,0,0,0,0
346805,92147,32.7248803,-117.2199618,ZIP,,,,124,0,0,0,0
346806,92140,32.7394961,-117.1974012,ZIP,,,,1754,0,0,0,0
346807,92110,32.7652442,-117.2003912,ZIP,,,,2073,0,0,0,0
346808,92037,32.845488,-117.25208,TESTCENTER,2268331,HIGH SCHOOL,LA JOLLA COUNTRY DAY SCHOOL,,0.435026042,190.4,83.2,858.055
346809,92037,32.8563468,-117.2500579,ZIP,,,,6884,0,0,0,0
346810,92109,32.7867719,-117.2342066,ZIP,,,,1050,0,0,0,0
346811,92117,32.8245716,-117.1995183,ZIP,,,,2663,0,0,0,0
346812,92093,32.85,-117.24,TESTCENTER,2274183,4 YR COLLEGE/UNIVERSITY,UNIV OF CALIFORNIA-SAN DIEGO,,0.576650817,400.93,226.4982353,1877.842353
346813,92014,32.9631995,-117.2503091,ZIP,,,,649,0,0,0,0
346814,92075,32.9972485,-117.2605796,ZIP,,,,614,0,0,0,0
346815,92007,33.0232495,-117.2749228,ZIP,,,,475,0,0,0,0
346816,92130,32.9457908,-117.2143658,ZIP,,,,3450,0,0,0,0
346817,92130,32.955533,-117.225201,TESTCENTER,2270201,HIGH SCHOOL,TORREY PINES HIGH SCHOOL,,0.579004384,445.9666667,259.155,1993.86
346818,92121,32.8995918,-117.2012028,ZIP,,,,126,0,0,0,0
346819,92091,33.0159273,-117.243517,ZIP,,,,29,0,0,0,0
346820,92067,33.0209084,-117.1903457,ZIP,,,,753,0,0,0,0
346821,91932,32.5737546,-117.1208718,ZIP,,,,1926,0,0,0,0
346822,92154,32.575276,-117.070725,TESTCENTER,2269903,HIGH SCHOOL,SAN YSIDRO HIGH SCHOOL,,0.208042484,1020,212.2033333,1350.017778
346823,92154,32.575276,-117.070725,TESTCENTER,2271149,HIGH SCHOOL,SOUTHWEST HIGH SCHOOL,,0.272011916,1617.833333,441.1622222,2946.4325
346824,91911,32.6081848,-117.054512,ZIP,,,,7326,0,0,0,0
346825,92155,32.6749839,-117.1617258,ZIP,,,,68,0,0,0,0
346826,92113,32.6967163,-117.1178807,ZIP,,,,5621,0,0,0,0
346827,92101,32.7241028,-117.1709121,ZIP,,,,732,0,0,0,0
346828,92101,32.72,-117.16,TESTCENTER,2273591,HIGH SCHOOL,SAN DIEGO HIGH SCHOOL,,0.448743321,1247,560.9347059,9474.717353
346829,92134,32.724223,-117.146587,ZIP,,,,23,0,0,0,0
346830,92103,32.7474154,-117.1668826,ZIP,,,,597,0,0,0,0
346831,92102,32.7162204,-117.1170571,ZIP,,,,3413,0,0,0,0
346832,92104,32.741501,-117.1279482,ZIP,,,,1956,0,0,0,0
346833,92104,32.745425,-117.127189,TESTCENTER,2271306,HIGH SCHOOL,ST AUGUSTINE HIGH SCHOOL,,0.500105699,272,136.02875,886.58625
346834,92116,32.7649708,-117.1231448,ZIP,,,,1093,0,0,0,0
346835,91950,32.6706465,-117.0946684,ZIP,,,,5226,0,0,0,0
346836,91910,32.6378681,-117.0580313,ZIP,,,,5961,0,0,0,0
346837,92139,32.6798883,-117.0488898,ZIP,,,,2718,0,0,0,0
346838,92105,32.7378272,-117.0926734,ZIP,,,,6375,0,0,0,0
346839,92114,32.705923,-117.05235,TESTCENTER,2272678,HIGH SCHOOL,GOMPERS PREPARATORY ACADEMY,,0.636953913,260.1,168.61,961.7457143
346840,92114,32.705923,-117.05235,TESTCENTER,2273554,HIGH SCHOOL,THE O'FARRELL CHARTER SCHOOL,,0.536034156,527,282.49,1144.88
346841,92114,32.7077564,-117.0550946,ZIP,,,,5914,0,0,0,0
346842,92115,32.764998,-117.0736415,ZIP,,,,6065,0,0,0,0
346843,92182,32.76,-117.07,TESTCENTER,2273701,4 YR COLLEGE/UNIVERSITY,SAN DIEGO STATE UNIVERSITY,,0.490359498,621.265,313.911,4539.469
346844,92173,32.5530213,-117.0424535,ZIP,,,,3134,0,0,0,0
346845,92154,32.5570218,-117.0062142,ZIP,,,,6988,0,0,0,0
346846,91913,32.6194591,-116.9858204,ZIP,,,,3309,0,0,0,0
346847,91915,32.6231854,-116.9490527,ZIP,,,,2064,0,0,0,0
346848,91902,32.6657619,-117.0186567,ZIP,,,,1293,0,0,0,0
346849,91945,32.7331682,-117.0341758,ZIP,,,,2049,0,0,0,0
346850,91977,32.724014,-116.997644,TESTCENTER,2273598,HIGH SCHOOL,MONTE VISTA HIGH SCHOOL,,0.362177084,903.27,327.2864706,2743.84
346851,91977,32.7262367,-116.9943176,ZIP,,,,4835,0,0,0,0
346852,91941,32.7593329,-116.9972468,ZIP,,,,1943,0,0,0,0
346853,91914,32.674004,-116.9439325,ZIP,,,,1277,0,0,0,0
346854,91978,32.7241538,-116.9400932,ZIP,,,,680,0,0,0,0
346855,92111,32.8064758,-117.1688793,ZIP,,,,2782,0,0,0,0
346856,92108,32.7740459,-117.1424539,ZIP,,,,491,0,0,0,0
346857,92123,32.797297,-117.139248,TESTCENTER,2273139,OTHER,THE ARCH ACADEMY,,0.481004317,36.91428571,17.43857143,319.0785714
346858,92123,32.8067941,-117.1349303,ZIP,,,,1598,0,0,0,0
346859,92122,32.8617267,-117.1712242,ZIP,,,,1415,0,0,0,0
346860,92124,32.8237656,-117.0923783,ZIP,,,,1692,0,0,0,0
346861,92120,32.7947142,-117.0717637,ZIP,,,,1309,0,0,0,0
346862,92131,32.8860698,-117.0859818,ZIP,,,,2113,0,0,0,0
346863,92126,32.9084494,-117.1413795,ZIP,,,,4702,0,0,0,0
346864,92129,32.9669202,-117.1261575,ZIP,,,,3987,0,0,0,0
346865,92129,32.965185,-117.121308,TESTCENTER,2273498,HIGH SCHOOL,MT CARMEL HIGH SCHOOL,,0.387772117,863.6,334.88,2766.06
346866,92127,33.0118331,-117.1326864,ZIP,,,,2372,0,0,0,0
346867,92128,32.9998185,-117.071808,ZIP,,,,2398,0,0,0,0
346868,92128,33.00666,-117.068982,TESTCENTER,2271147,HIGH SCHOOL,RANCHO BERNARDO HIGH SCHOOL,,0.635826945,866.8785714,551.5064286,5042.623929
346869,91942,32.7779992,-117.0215107,ZIP,,,,1997,0,0,0,0
346870,92119,32.8178882,-117.0319557,ZIP,,,,1314,0,0,0,0
346871,92071,32.8523576,-116.987842,ZIP,,,,3835,0,0,0,0
346872,92020,32.7955081,-116.9697468,ZIP,,,,4245,0,0,0,0
346873,92020,32.792765,-116.966504,TESTCENTER,2270917,HIGH SCHOOL,FOOTHILLS CHRISTIAN HIGH SCHOOL,,0.694352941,323,224.276,1372.976
346874,92040,32.856181,-116.920089,TESTCENTER,2272127,HIGH SCHOOL,EL CAPITAN HIGH SCHOOL,,0.508073889,267.4,135.9035294,767.3729412
346875,92145,32.9305536,-117.008063,ZIP,,,,96,0,0,0,0
346876,92064,32.9836059,-117.0190351,ZIP,,,,3943,0,0,0,0
346877,92008,33.1472939,-117.3221811,ZIP,,,,1745,0,0,0,0
346878,92018,33.162901,-117.345744,TESTCENTER,2271415,HIGH SCHOOL,ARMY AND NAVY ACADEMY,,0.713775529,205.1616667,146.3366667,1637.973333
346879,92054,33.1955344,-117.3545383,ZIP,,,,2599,0,0,0,0
346880,92024,33.053469,-117.26891,TESTCENTER,2270600,HIGH SCHOOL,SAN DIEGUITO HIGH SCHOOL ACADEMY,,0.561013759,792.3545455,443.1936364,4045.85
346881,92024,33.0560222,-117.2598998,ZIP,,,,2760,0,0,0,0
346882,92011,33.1075819,-117.2921819,ZIP,,,,1272,0,0,0,0
346883,92010,33.1585001,-117.2771634,ZIP,,,,909,0,0,0,0
346884,92009,33.0954702,-117.2438824,ZIP,,,,2462,0,0,0,0
346885,92078,33.1171539,-117.180627,ZIP,,,,2806,0,0,0,0
346886,92056,33.2012417,-117.2969842,ZIP,,,,3531,0,0,0,0
346887,92056,33.196784,-117.283089,TESTCENTER,2271141,2 YR COMM COLLEGE,MIRACOSTA COLLEGE,,0.556836908,119.5666667,66.63222222,524.2844444
346888,92083,33.1978399,-117.2482029,ZIP,,,,3130,0,0,0,0
346889,92057,33.240654,-117.302484,TESTCENTER,2270186,HIGH SCHOOL,EL CAMINO HIGH SCHOOL,,0.546232352,395.7146667,219.5093333,1761.675667
346890,92057,33.2546187,-117.2833409,ZIP,,,,4145,0,0,0,0
346891,92081,33.1643744,-117.2402703,ZIP,,,,1780,0,0,0,0
346892,92084,33.2199347,-117.202606,ZIP,,,,3664,0,0,0,0
346893,92003,33.2852743,-117.1977769,ZIP,,,,293,0,0,0,0
346894,92058,33.3434378,-117.31725,ZIP,,,,2803,0,0,0,0
346895,92562,33.5476134,-117.3440401,ZIP,,,,5900,0,0,0,0
346896,92028,33.3904774,-117.209427,ZIP,,,,3574,0,0,0,0
346897,92590,33.4828114,-117.2261261,ZIP,,,,303,0,0,0,0
346898,92029,33.0824002,-117.1276407,ZIP,,,,1049,0,0,0,0
346899,92069,33.144386,-117.169716,TESTCENTER,2271145,2 YR COMM COLLEGE,PALOMAR COLLEGE,,0.59202133,438.6,259.6605556,3701.638722
346900,92025,33.1020048,-117.0804192,ZIP,,,,3993,0,0,0,0
346901,92025,33.110117,-117.069987,TESTCENTER,2271140,HIGH SCHOOL,ORANGE GLEN HIGH SCHOOL,,0.367832637,965.2222222,354.8133333,1953.349444
346902,92069,33.1707753,-117.1586765,ZIP,,,,4018,0,0,0,0
346903,92026,33.2124439,-117.116098,ZIP,,,,3564,0,0,0,0
346904,92027,33.1311558,-116.9769969,ZIP,,,,4418,0,0,0,0
346905,92082,33.2535477,-117.0033659,ZIP,,,,1593,0,0,0,0
346906,92059,33.3764674,-117.0661214,ZIP,,,,156,0,0,0,0
346907,92592,33.498314,-117.095774,TESTCENTER,2271514,HIGH SCHOOL,GREAT OAK HIGH SCHOOL,,0.500869078,656.3214286,329.03,3466.571429
346908,92592,33.498314,-117.095774,TESTCENTER,2271544,HIGH SCHOOL,TEMECULA VALLEY HIGH SCHOOL,,0.553712638,622.30625,344.833125,3006.471188
346909,92591,33.5352773,-117.1047908,ZIP,,,,3181,0,0,0,0
346910,92061,33.2985039,-116.9247828,ZIP,,,,166,0,0,0,0
346911,92592,33.5112281,-117.0423964,ZIP,,,,6537,0,0,0,0
346912,91935,32.7219185,-116.7882043,ZIP,,,,732,0,0,0,0
346913,91917,32.6088648,-116.7196605,ZIP,,,,71,0,0,0,0
346914,92019,32.776012,-116.880634,ZIP,,,,3326,0,0,0,0
346915,92021,32.838798,-116.8699555,ZIP,,,,5029,0,0,0,0
346916,92040,32.908915,-116.8919751,ZIP,,,,2987,0,0,0,0
346917,92065,33.029349,-116.853548,TESTCENTER,2273271,HIGH SCHOOL,RAMONA HIGH SCHOOL,,0.394900856,191.8681818,74.05272727,494.96
346918,91901,32.8085625,-116.7100758,ZIP,,,,1444,0,0,0,0
346919,91980,32.5888657,-116.6191721,ZIP,,,,16,0,0,0,0
346920,91963,32.6262309,-116.6100196,ZIP,,,,98,0,0,0,0
346921,91906,32.6548209,-116.4655414,ZIP,,,,329,0,0,0,0
346922,91962,32.7351238,-116.4151605,ZIP,,,,104,0,0,0,0
346923,91916,32.8879886,-116.621354,ZIP,,,,122,0,0,0,0
346924,91931,32.8463626,-116.5577292,ZIP,,,,36,0,0,0,0
346925,92036,33.0224737,-116.493688,ZIP,,,,154,0,0,0,0
346926,92065,33.0530056,-116.8506506,ZIP,,,,2889,0,0,0,0
346927,92070,33.1470897,-116.7174529,ZIP,,,,78,0,0,0,0
346928,92060,33.3468079,-116.8532154,ZIP,,,,6,0,0,0,0
346929,92536,33.4923912,-116.8379555,ZIP,,,,243,0,0,0,0
346930,92086,33.303666,-116.721385,TESTCENTER,2273328,HIGH SCHOOL,WARNER HIGH SCHOOL,,0.092880687,192.6666667,18.02666667,303.0866667
346931,92086,33.3232209,-116.66593,ZIP,,,,62,0,0,0,0
346932,92066,33.2193648,-116.5352471,ZIP,,,,13,0,0,0,0
346933,92539,33.5278668,-116.6476196,ZIP,,,,318,0,0,0,0
346934,91905,32.6780697,-116.3068506,ZIP,,,,97,0,0,0,0
346935,91934,32.6489918,-116.1525653,ZIP,,,,45,0,0,0,0
346936,92259,32.7377054,-115.9322002,ZIP,,,,16,0,0,0,0
346937,92004,33.1420766,-116.106046,ZIP,,,,216,0,0,0,0
346938,92274,33.4605115,-116.0845889,ZIP,,,,1828,0,0,0,0
346939,92274,33.543418,-116.11584,TESTCENTER,2270448,HIGH SCHOOL,COACHELLA VALLEY HIGH SCHOOL,,0.283908561,238.425,72.605,447.48
346940,92274,33.543418,-116.11584,TESTCENTER,2271606,HIGH SCHOOL,DESERT MIRAGE HIGH SCHOOL,,0.468173544,321.3,150.1381818,1109.2
346941,92254,33.5438351,-115.9939064,ZIP,,,,1290,0,0,0,0
346942,92273,32.8172247,-115.7000756,ZIP,,,,181,0,0,0,0
346943,92251,32.881449,-115.6754593,ZIP,,,,1543,0,0,0,0
346944,92231,32.6875525,-115.5410277,ZIP,,,,3719,0,0,0,0
346945,92249,32.725583,-115.4726798,ZIP,,,,676,0,0,0,0
346946,92243,32.7701971,-115.5985905,ZIP,,,,4301,0,0,0,0
346947,92251,32.846954,-115.572984,TESTCENTER,2272437,2 YR COMM COLLEGE,IMPERIAL VALLEY COLLEGE,,0.200124462,681.1333333,136.5866667,843.0693333
346948,92227,32.979181,-115.529613,TESTCENTER,2273144,HIGH SCHOOL,BRAWLEY UNION HIGH SCHOOL,,0.21520839,365.5,78.65866667,401.4633333
346949,92227,32.990121,-115.3587566,ZIP,,,,2381,0,0,0,0
346950,92275,33.2920954,-115.8441656,ZIP,,,,107,0,0,0,0
346951,92281,33.051757,-115.6087518,ZIP,,,,213,0,0,0,0
346952,92233,33.1728806,-115.5537692,ZIP,,,,412,0,0,0,0
346953,85349,32.499269,-114.782304,TESTCENTER,2272929,JR HIGH/MIDDLE SCHOOL,SOUTHWEST JUNIOR HIGH SCHOOL,,0.375661797,556.85625,216.8075,1094.04625
346954,92250,32.7772409,-115.1276414,ZIP,,,,767,0,0,0,0
346955,92257,33.2942741,-115.2962266,ZIP,,,,112,0,0,0,0
346956,92266,33.3450273,-114.9159424,ZIP,,,,13,0,0,0,0
346957,85336,32.5487572,-114.7887339,ZIP,,,,84,0,0,0,0
346958,85349,32.508824,-114.743975,ZIP,,,,2965,0,0,0,0
346959,85350,32.5612177,-114.6935475,ZIP,,,,2020,0,0,0,0
346960,85364,32.70226,-114.6580126,ZIP,,,,6581,0,0,0,0
346961,85364,32.701507,-114.642362,TESTCENTER,2270863,HIGH SCHOOL,YUMA CATHOLIC HIGH SCHOOL,,0.6074834,227.2769231,138.05,607.5469231
346962,92283,32.8915458,-114.772943,ZIP,,,,242,0,0,0,0
346963,85365,32.671352,-114.548633,TESTCENTER,2271512,HIGH SCHOOL,GILA RIDGE HIGH SCHOOL,,0.236146402,522.4,119.3476471,625.3176471
346964,85367,32.6717154,-114.3955164,ZIP,,,,693,0,0,0,0
346965,85328,33.2526245,-114.6203536,ZIP,,,,17,0,0,0,0
346966,85334,33.5165718,-114.5164071,ZIP,,,,138,0,0,0,0
346967,85356,32.749251,-114.176616,TESTCENTER,2271961,HIGH SCHOOL,ANTELOPE UNION HIGH SCHOOL,,0.138502009,136.85,18.954,186.582
346968,85356,32.68901,-114.1622139,ZIP,,,,285,0,0,0,0
346969,85352,32.7193777,-113.8394792,ZIP,,,,38,0,0,0,0
346970,85347,32.7975097,-113.7896478,ZIP,,,,53,0,0,0,0
346971,85365,33.0964388,-114.1253395,ZIP,,,,3515,0,0,0,0
346972,85333,33.0221035,-113.2835388,ZIP,,,,72,0,0,0,0
346973,85321,32.373485,-112.858681,TESTCENTER,2270853,HIGH SCHOOL,AJO HIGH SCHOOL,,0.105644118,81.6,8.528,263.472
346974,85321,32.2377533,-112.6533018,ZIP,,,,241,0,0,0,0
346975,85337,32.93059,-112.746832,TESTCENTER,2273234,HIGH SCHOOL,GILA BEND HIGH SCHOOL,,0.138921569,102,14.17,88.58666667
346976,85354,33.4303391,-113.0460899,ZIP,,,,573,0,0,0,0
346977,85322,33.1591089,-112.8720336,ZIP,,,,65,0,0,0,0
346978,85354,33.422797,-112.952785,TESTCENTER,2271528,HIGH SCHOOL,TONOPAH VALLEY HIGH SCHOOL,,0.092338235,170,15.6975,171.325
346979,85337,32.9640322,-112.7043428,ZIP,,,,250,0,0,0,0
346980,85343,33.3374979,-112.6857188,ZIP,,,,17,0,0,0,0
346981,85326,33.38896,-112.607728,TESTCENTER,2271835,HIGH SCHOOL,YOUNGKER HIGH SCHOOL,,0.232980392,255,59.41,290.983
346982,85396,33.5278033,-112.7012685,ZIP,,,,738,0,0,0,0
346983,85326,33.2937552,-112.5905142,ZIP,,,,3782,0,0,0,0
346984,85396,33.382982,-112.568463,TESTCENTER,2272902,HIGH SCHOOL,VERRADO HIGH SCHOOL,,0.099029412,2720,269.36,1716.641667
346985,85338,33.3729747,-112.4108287,ZIP,,,,3164,0,0,0,0
346986,85395,33.4786928,-112.3952491,ZIP,,,,1846,0,0,0,0
346987,85340,33.5158268,-112.4140406,ZIP,,,,2083,0,0,0,0
346988,85338,33.436809,-112.383385,TESTCENTER,2271892,HIGH SCHOOL,DESERT EDGE HIGH SCHOOL,,0.359456156,1149.2,368.94,1811.315
346989,85323,33.432114,-112.343754,TESTCENTER,2272532,HIGH SCHOOL,AGUA FRIA HIGH SCHOOL,,0.649863524,833.85,539.37,3288.34
346990,85395,33.489384,-112.392612,TESTCENTER,2272426,HIGH SCHOOL,MILLENNIUM HIGH SCHOOL,,0.172570455,1581,272.8338889,1668.678611
346991,85309,33.5354757,-112.3766729,ZIP,,,,258,0,0,0,0
346992,85323,33.419233,-112.3268664,ZIP,,,,3550,0,0,0,0
346993,85353,33.4175113,-112.2769735,ZIP,,,,2586,0,0,0,0
346994,85392,33.47758,-112.3088888,ZIP,,,,2962,0,0,0,0
346995,85037,33.4867071,-112.2682581,ZIP,,,,4189,0,0,0,0
346996,85307,33.539828,-112.3144513,ZIP,,,,768,0,0,0,0
346997,85305,33.5317448,-112.2560928,ZIP,,,,887,0,0,0,0
346998,85033,33.49,-112.21,TESTCENTER,2270830,HIGH SCHOOL,TREVOR G BROWNE HIGH SCHOOL,,0.413186881,776.9,321.0638889,3978.249306
346999,85033,33.4929692,-112.2097567,ZIP,,,,5180,0,0,0,0
347000,85303,33.5326991,-112.2210635,ZIP,,,,2931,0,0,0,0
347001,85634,32.0344964,-111.9944302,ZIP,,,,629,0,0,0,0
347002,85634,32.031572,-111.922207,TESTCENTER,2272811,HIGH SCHOOL,BABOQUIVARI HIGH SCHOOL,,0.061007515,159.5166667,9.767333333,169.73
347003,85601,31.5886754,-111.3147982,ZIP,,,,19,0,0,0,0
347004,85645,31.6862787,-111.1606312,ZIP,,,,198,0,0,0,0
347005,85736,31.9098417,-111.3644232,ZIP,,,,335,0,0,0,0
347006,85735,32.0941094,-111.3492655,ZIP,,,,817,0,0,0,0
347007,85653,32.3987901,-111.3863327,ZIP,,,,989,0,0,0,0
347008,85743,32.3022733,-111.1818483,ZIP,,,,1786,0,0,0,0
347009,85743,32.33655,-111.177071,TESTCENTER,2272761,HIGH SCHOOL,MARANA HIGH SCHOOL,,0.370871335,159.5733333,59.332,749.1623333
347010,85139,32.9799865,-112.1448518,ZIP,,,,1243,0,0,0,0
347011,85172,32.883352,-111.9534334,ZIP,,,,116,0,0,0,0
347012,85138,33.0076262,-111.9895319,ZIP,,,,1838,0,0,0,0
347013,85123,32.7152989,-111.6977136,ZIP,,,,645,0,0,0,0
347014,85193,32.8028158,-111.818167,ZIP,,,,429,0,0,0,0
347015,85122,32.9171263,-111.744208,ZIP,,,,3709,0,0,0,0
347016,85339,33.2376658,-112.1585871,ZIP,,,,2715,0,0,0,0
347017,85139,33.085839,-112.031106,TESTCENTER,2272833,HIGH SCHOOL,MARICOPA HIGH SCHOOL,,0.107796218,680,73.30142857,869.4085714
347018,85226,33.2522489,-112.0102681,ZIP,,,,2904,0,0,0,0
347019,85045,33.2988926,-112.1058768,ZIP,,,,549,0,0,0,0
347020,85041,33.3859301,-112.110307,ZIP,,,,4790,0,0,0,0
347021,85041,33.388882,-112.095437,TESTCENTER,2272146,HIGH SCHOOL,ARIZONA LUTHERAN ACADEMY,,0.242411765,340,82.42,562.9066667
347022,85043,33.4319054,-112.1969982,ZIP,,,,2724,0,0,0,0
347023,85035,33.4714493,-112.1947323,ZIP,,,,4607,0,0,0,0
347024,85031,33.493971,-112.1669261,ZIP,,,,3073,0,0,0,0
347025,85301,33.5350115,-112.1819328,ZIP,,,,5035,0,0,0,0
347026,85019,33.5088785,-112.1445137,ZIP,,,,2355,0,0,0,0
347027,85009,33.4430968,-112.1281363,ZIP,,,,5457,0,0,0,0
347028,85007,33.4476142,-112.0908828,ZIP,,,,935,0,0,0,0
347029,85003,33.4506619,-112.0783529,ZIP,,,,900,0,0,0,0
347030,85004,33.4515666,-112.0698864,ZIP,,,,849,0,0,0,0
347031,85017,33.508782,-112.1230681,ZIP,,,,3547,0,0,0,0
347032,85017,33.515263,-112.121232,TESTCENTER,2270827,4 YR COLLEGE/UNIVERSITY,GRAND CANYON UNIVERSITY,,0.696716941,254.6,177.3811765,1146.872941
347033,85015,33.5086645,-112.1020181,ZIP,,,,2651,0,0,0,0
347034,85021,33.53,-112.1,TESTCENTER,2270828,HIGH SCHOOL,WASHINGTON HIGH SCHOOL,,0.227918506,510.2833333,116.3716667,1261.821458
347035,85013,33.5110869,-112.084749,ZIP,,,,1006,0,0,0,0
347036,85013,33.51,-112.08,TESTCENTER,2272422,2 YR COMM COLLEGE,PHOENIX COLLEGE,,0.718909057,209.78,150.8,1764.011333
347037,85012,33.5075765,-112.0709811,ZIP,,,,290,0,0,0,0
347038,85012,33.509744,-112.067816,TESTCENTER,2270825,HIGH SCHOOL,XAVIER HIGH SCHOOL,,0.585963097,350.2,206.505,1179.255
347039,85048,33.3125521,-112.0571848,ZIP,,,,3058,0,0,0,0
347040,85044,33.3529568,-112.0190824,ZIP,,,,2244,0,0,0,0
347041,85042,33.3691973,-112.0435095,ZIP,,,,3174,0,0,0,0
347042,85040,33.4064788,-112.0254688,ZIP,,,,2747,0,0,0,0
347043,85006,33.4652342,-112.0487712,ZIP,,,,2135,0,0,0,0
347044,85034,33.4295804,-112.0140972,ZIP,,,,410,0,0,0,0
347045,85014,33.5072229,-112.0576902,ZIP,,,,1225,0,0,0,0
347046,85016,33.5,-112.02,TESTCENTER,2270826,HIGH SCHOOL,CAMELBACK HIGH SCHOOL,,0.715602635,119.1416667,85.25833333,876.52125
347047,85016,33.511517,-112.019166,ZIP,,,,1752,0,0,0,0
347048,85008,33.4629542,-111.985178,ZIP,,,,4513,0,0,0,0
347049,85018,33.5059563,-111.985386,ZIP,,,,1918,0,0,0,0
347050,85253,33.5448329,-111.9575634,ZIP,,,,1228,0,0,0,0
347051,85121,33.1444056,-111.9222071,ZIP,,,,230,0,0,0,0
347052,85248,33.2149546,-111.8699729,ZIP,,,,1133,0,0,0,0
347053,85248,33.223056,-111.866899,TESTCENTER,2267491,HIGH SCHOOL,HAMILTON HIGH SCHOOL,,0.273336471,425,116.168,770.638
347054,85286,33.271981,-111.8317741,ZIP,,,,2535,0,0,0,0
347055,85147,33.1290871,-111.7334708,ZIP,,,,468,0,0,0,0
347056,85249,33.2249555,-111.7957165,ZIP,,,,2470,0,0,0,0
347057,85249,33.241384,-111.774486,TESTCENTER,2269226,HIGH SCHOOL,BASHA HIGH SCHOOL,,0.289681917,510,147.7377778,1124.123611
347058,85298,33.2411862,-111.7267269,ZIP,,,,1249,0,0,0,0
347059,85297,33.277771,-111.7314544,ZIP,,,,1882,0,0,0,0
347060,85284,33.338295,-111.9346442,ZIP,,,,1352,0,0,0,0
347061,85284,33.336302,-111.919696,TESTCENTER,2270848,HIGH SCHOOL,CORONA DEL SOL HIGH SCHOOL,,0.247644336,1020,252.5972222,2172.206667
347062,85224,33.3236717,-111.8784611,ZIP,,,,2870,0,0,0,0
347063,85283,33.3646382,-111.9316044,ZIP,,,,2938,0,0,0,0
347064,85282,33.3939839,-111.9329063,ZIP,,,,3003,0,0,0,0
347065,85287,33.42,-111.93,TESTCENTER,2270850,4 YR COLLEGE/UNIVERSITY,ARIZONA STATE UNIVERSITY,,0.643909899,238.5666667,152.932,2545.099333
347066,85281,33.422675,-111.926144,TESTCENTER,2269895,HIGH SCHOOL,TEMPE HIGH SCHOOL,,0.46775776,224.1166667,104.9273333,889.4086667
347067,85202,33.3797573,-111.8750177,ZIP,,,,2459,0,0,0,0
347068,85202,33.385095,-111.872429,TESTCENTER,2273831,HIGH SCHOOL,DOBSON HIGH SCHOOL,,0.280519608,850,238.4416667,1581.259167
347069,85224,33.330091,-111.863156,TESTCENTER,2270837,HIGH SCHOOL,CHANDLER HIGH SCHOOL,,0.286142962,521.73,139.1,755.3272222
347070,85225,33.317448,-111.830487,ZIP,,,,5213,0,0,0,0
347071,85233,33.353505,-111.811432,ZIP,,,,2875,0,0,0,0
347072,85210,33.3897328,-111.8435049,ZIP,,,,2895,0,0,0,0
347073,85281,33.4274398,-111.9340045,ZIP,,,,9654,0,0,0,0
347074,85257,33.4619603,-111.9163918,ZIP,,,,1442,0,0,0,0
347075,85251,33.4935134,-111.9192394,ZIP,,,,1537,0,0,0,0
347076,85250,33.5344512,-111.8873536,ZIP,,,,732,0,0,0,0
347077,85201,33.4335449,-111.8503995,ZIP,,,,3221,0,0,0,0
347078,85256,33.5005837,-111.8437281,ZIP,,,,482,0,0,0,0
347079,85295,33.3032407,-111.7418069,ZIP,,,,2472,0,0,0,0
347080,85296,33.3323279,-111.7498024,ZIP,,,,3019,0,0,0,0
347081,85204,33.3957198,-111.7866076,ZIP,,,,4687,0,0,0,0
347082,85234,33.361667,-111.7410025,ZIP,,,,4521,0,0,0,0
347083,85297,33.316433,-111.712441,TESTCENTER,2272447,HIGH SCHOOL,PERRY HIGH SCHOOL,,0.603077945,498.5,299.4052941,2560.722353
347084,85206,33.3962955,-111.7170192,ZIP,,,,1652,0,0,0,0
347085,85203,33.4503587,-111.8028936,ZIP,,,,2745,0,0,0,0
