POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION,ave_u,ave_ca,ave_as,ave_e
377067,16127,41.1730086,-80.0729975,ZIP,,,,2143,0,0,0,0
377068,16145,41.3801955,-80.0786274,ZIP,,,,183,0,0,0,0
377069,16001,40.9100252,-79.9451912,ZIP,,,,2359,0,0,0,0
377070,16061,41.0051089,-79.8847401,ZIP,,,,223,0,0,0,0
377071,16020,41.1153337,-79.898582,ZIP,,,,95,0,0,0,0
377072,16040,41.0938798,-79.8407991,ZIP,,,,70,0,0,0,0
377073,16025,40.939175,-79.7606611,ZIP,,,,396,0,0,0,0
377074,16041,41.0053379,-79.714928,ZIP,,,,136,0,0,0,0
377075,16048,41.0532021,-79.8184268,ZIP,,,,10,0,0,0,0
377076,16050,41.0440243,-79.7614962,ZIP,,,,111,0,0,0,0
377077,16030,41.1363952,-79.7969674,ZIP,,,,15,0,0,0,0
377078,16022,41.0541399,-79.7336907,ZIP,,,,27,0,0,0,0
377079,16038,41.1644858,-79.9533458,ZIP,,,,226,0,0,0,0
377080,16372,41.2000071,-79.8726306,ZIP,,,,26,0,0,0,0
377081,16342,41.3218864,-79.9414984,ZIP,,,,138,0,0,0,0
377082,16323,41.404775,-79.83089,TESTCENTER,2270341,HIGH SCHOOL,FRANKLIN AREA HIGH SCHOOL,,0.165431373,170,28.12333333,226.8108333
377083,16323,41.404775,-79.83089,TESTCENTER,2272832,HIGH SCHOOL,ROCKY GROVE HIGH SCHOOL,,0.086411765,170,14.69,229.13
377084,16323,41.4119205,-79.8283168,ZIP,,,,1072,0,0,0,0
377085,16374,41.2634975,-79.8150852,ZIP,,,,107,0,0,0,0
377086,16373,41.2084687,-79.698409,ZIP,,,,331,0,0,0,0
377087,16335,41.630953,-80.1560557,ZIP,,,,2416,0,0,0,0
377088,16335,41.633847,-80.148787,TESTCENTER,2270356,HIGH SCHOOL,MEADVILLE AREA SENIOR HIGH SCHOOL,,0.175457517,306,53.69,507.1
377089,16311,41.4621665,-80.0423827,ZIP,,,,28,0,0,0,0
377090,16314,41.5206757,-80.0770718,ZIP,,,,373,0,0,0,0
377091,16362,41.4504967,-79.9651787,ZIP,,,,71,0,0,0,0
377092,16327,41.6370819,-79.9595661,ZIP,,,,198,0,0,0,0
377093,16433,41.7370785,-80.1409139,ZIP,,,,422,0,0,0,0
377094,16440,41.7825488,-80.1260183,ZIP,,,,57,0,0,0,0
377095,16412,41.8849298,-80.1703714,ZIP,,,,741,0,0,0,0
377096,16412,41.875629,-80.135604,TESTCENTER,2270984,HIGH SCHOOL,GENERAL MCLANE HIGH SCHOOL,,0.192076078,230.6333333,44.59,475.0716667
377097,16444,41.8712237,-80.1207559,ZIP,,,,1071,0,0,0,0
377098,16403,41.792998,-80.0141205,ZIP,,,,435,0,0,0,0
377099,16427,41.8773731,-79.9679075,ZIP,,,,17,0,0,0,0
377100,16317,41.5325562,-79.8537019,ZIP,,,,84,0,0,0,0
377101,16343,41.4259819,-79.7526856,ZIP,,,,33,0,0,0,0
377102,16354,41.6137249,-79.706464,ZIP,,,,863,0,0,0,0
377103,16360,41.6841055,-79.8909346,ZIP,,,,93,0,0,0,0
377104,16438,41.8922986,-79.8453137,ZIP,,,,632,0,0,0,0
377105,16404,41.7270061,-79.7893875,ZIP,,,,274,0,0,0,0
377106,29580,33.6531008,-79.5519747,ZIP,,,,125,0,0,0,0
377107,29583,33.9778511,-79.5710767,ZIP,,,,380,0,0,0,0
377108,29555,33.8455832,-79.4838564,ZIP,,,,523,0,0,0,0
377109,29554,33.70405,-79.3815978,ZIP,,,,703,0,0,0,0
377110,29546,33.8838453,-79.349409,ZIP,,,,180,0,0,0,0
377111,29519,34.0186372,-79.3598205,ZIP,,,,22,0,0,0,0
377112,29544,33.9260984,-79.2555827,ZIP,,,,323,0,0,0,0
377113,29505,34.1300663,-79.6888932,ZIP,,,,1656,0,0,0,0
377114,29506,34.2213774,-79.6503362,ZIP,,,,1577,0,0,0,0
377115,29592,34.2646352,-79.4838648,ZIP,,,,76,0,0,0,0
377116,29516,34.4374539,-79.6346402,ZIP,,,,56,0,0,0,0
377117,29565,34.3580523,-79.4992889,ZIP,,,,558,0,0,0,0
377118,29525,34.5524152,-79.5408849,ZIP,,,,168,0,0,0,0
377119,29567,34.5609716,-79.4326827,ZIP,,,,32,0,0,0,0
377120,29571,34.1351233,-79.4250407,ZIP,,,,1131,0,0,0,0
377121,29574,34.1654129,-79.2608314,ZIP,,,,856,0,0,0,0
377122,29543,34.2876049,-79.2659269,ZIP,,,,32,0,0,0,0
377123,29536,34.4195023,-79.3730478,ZIP,,,,1405,0,0,0,0
377124,29547,34.4962873,-79.3348288,ZIP,,,,222,0,0,0,0
377125,29563,34.3533659,-79.2086734,ZIP,,,,181,0,0,0,0
377126,28383,34.5769736,-79.2626955,ZIP,,,,633,0,0,0,0
377127,29576,33.56209,-79.0610869,ZIP,,,,909,0,0,0,0
377128,29527,33.7850833,-79.1401758,ZIP,,,,1476,0,0,0,0
377129,29528,33.77922,-79.05084,TESTCENTER,2273662,TECH COLLEGE,HORRY - GEORGETOWN TECH COLLEGE,,0.39006482,217.49375,79.616875,564.238125
377130,29588,33.6711366,-79.0242698,ZIP,,,,2157,0,0,0,0
377131,29588,33.676817,-79.014238,TESTCENTER,2271905,HIGH SCHOOL,SOCASTEE HIGH SCHOOL,,0.114111111,1020,116.3933333,744.0766667
377132,29575,33.6291324,-78.9704122,ZIP,,,,738,0,0,0,0
377133,29579,33.7534811,-78.9163746,ZIP,,,,2012,0,0,0,0
377134,29526,33.873066,-79.055712,TESTCENTER,2268310,HIGH SCHOOL,CONWAY HIGH SCHOOL,,0.169155773,1020,172.5388889,1023.647778
377135,29526,33.873066,-79.055712,TESTCENTER,2273803,4 YR COLLEGE/UNIVERSITY,COASTAL CAROLINA UNIVERSITY,,0.428955142,701.1366667,269.23,2625.168333
377136,29511,33.9757318,-79.1227159,ZIP,,,,334,0,0,0,0
377137,29526,33.8474056,-78.9470931,ZIP,,,,3989,0,0,0,0
377138,29569,34.0326316,-78.9115832,ZIP,,,,1094,0,0,0,0
377139,29577,33.698452,-78.9026587,ZIP,,,,1503,0,0,0,0
377140,29572,33.7725679,-78.7856625,ZIP,,,,289,0,0,0,0
377141,29568,33.9136164,-78.7502916,ZIP,,,,732,0,0,0,0
377142,29582,33.8385294,-78.6605513,ZIP,,,,536,0,0,0,0
377143,29566,33.8734017,-78.6669574,ZIP,,,,698,0,0,0,0
377144,29581,34.1958018,-79.1134835,ZIP,,,,306,0,0,0,0
377145,29545,34.16366,-78.9664772,ZIP,,,,112,0,0,0,0
377146,28439,34.2868155,-79.0013821,ZIP,,,,90,0,0,0,0
377147,28430,34.3034369,-78.9453671,ZIP,,,,141,0,0,0,0
377148,28340,34.4713541,-79.1344225,ZIP,,,,782,0,0,0,0
377149,28375,34.4757438,-79.038553,ZIP,,,,3,0,0,0,0
377150,28369,34.4233734,-79.0294163,ZIP,,,,217,0,0,0,0
377151,28438,34.4094826,-78.9188439,ZIP,,,,110,0,0,0,0
377152,28463,34.1097638,-78.7764633,ZIP,,,,571,0,0,0,0
377153,28431,34.314321,-78.8395033,ZIP,,,,518,0,0,0,0
377154,28432,34.1680331,-78.7587093,ZIP,,,,122,0,0,0,0
377155,28472,34.324142,-78.716048,TESTCENTER,2273703,HIGH SCHOOL,WHITEVILLE HIGH SCHOOL,,0.07927451,255,20.215,447.85125
377156,28424,34.2902871,-78.6996815,ZIP,,,,5,0,0,0,0
377157,28472,34.2990497,-78.6911712,ZIP,,,,1305,0,0,0,0
377158,28320,34.5581217,-78.7727155,ZIP,,,,598,0,0,0,0
377159,29512,34.625501,-79.689826,TESTCENTER,2267352,HIGH SCHOOL,MARLBORO COUNTY HIGH SCHOOL,,0.170593137,340,58.00166667,895.7116667
377160,29594,34.6402331,-79.5773603,ZIP,,,,11,0,0,0,0
377161,29570,34.6678657,-79.5627073,ZIP,,,,231,0,0,0,0
377162,28343,34.7573616,-79.5648752,ZIP,,,,130,0,0,0,0
377163,28351,34.84827,-79.5638542,ZIP,,,,369,0,0,0,0
377164,28352,34.759869,-79.467316,TESTCENTER,2273679,HIGH SCHOOL,SCOTLAND HIGH SCHOOL,,0.116047472,323,37.48333333,298.7233333
377165,28352,34.7678422,-79.45173,ZIP,,,,1923,0,0,0,0
377166,28345,34.8702885,-79.6657212,ZIP,,,,866,0,0,0,0
377167,28347,35.0622656,-79.6316618,ZIP,,,,175,0,0,0,0
377168,28363,34.9607817,-79.5546618,ZIP,,,,93,0,0,0,0
377169,28373,35.0934699,-79.485597,ZIP,,,,132,0,0,0,0
377170,28315,35.1173051,-79.4315318,ZIP,,,,769,0,0,0,0
377171,28364,34.7079278,-79.3226759,ZIP,,,,1214,0,0,0,0
377172,28372,34.690198,-79.18337,TESTCENTER,2273689,HIGH SCHOOL,PURNELL SWETT HIGH SCHOOL,,0.064726891,340,22.00714286,274.2928571
377173,28372,34.6968719,-79.1776204,ZIP,,,,2074,0,0,0,0
377174,28377,34.8268789,-79.2132416,ZIP,,,,1032,0,0,0,0
377175,28396,34.9141625,-79.3974818,ZIP,,,,210,0,0,0,0
377176,28376,34.9924066,-79.2426421,ZIP,,,,2335,0,0,0,0
377177,27281,35.1874423,-79.6251154,ZIP,,,,221,0,0,0,0
377178,27242,35.3296566,-79.6489549,ZIP,,,,159,0,0,0,0
377179,27376,35.2391657,-79.5350596,ZIP,,,,546,0,0,0,0
377180,28374,35.188408,-79.473194,TESTCENTER,2273696,HIGH SCHOOL,O' NEAL SCHOOL,,0.093306863,850,79.31083333,637.89
377181,28374,35.1974537,-79.4629593,ZIP,,,,558,0,0,0,0
377182,27325,35.4630868,-79.5840912,ZIP,,,,409,0,0,0,0
377183,27208,35.5632305,-79.5429277,ZIP,,,,80,0,0,0,0
377184,28387,35.1792507,-79.3764886,ZIP,,,,707,0,0,0,0
377185,28350,35.2431589,-79.3140177,ZIP,,,,22,0,0,0,0
377186,28327,35.3546162,-79.4164941,ZIP,,,,1052,0,0,0,0
377187,28394,35.21745,-79.2415389,ZIP,,,,307,0,0,0,0
377188,27207,35.6076129,-79.3905175,ZIP,,,,230,0,0,0,0
377189,27252,35.5666138,-79.3497583,ZIP,,,,124,0,0,0,0
377190,27330,35.464148,-79.176446,TESTCENTER,2273497,HIGH SCHOOL,LEE COUNTY HIGH SCHOOL,,0.174615518,416.5,73.55833333,624.9283333
377191,27330,35.5144078,-79.195453,ZIP,,,,2532,0,0,0,0
377192,28360,34.6703285,-79.07494,ZIP,,,,1071,0,0,0,0
377193,28386,34.8536194,-79.1296155,ZIP,,,,547,0,0,0,0
377194,28358,34.629301,-79.008309,TESTCENTER,2273682,HIGH SCHOOL,LUMBERTON HIGH SCHOOL,,0.195584775,340,66.49882353,785.2770588
377195,28358,34.6078575,-78.9347722,ZIP,,,,2720,0,0,0,0
377196,28384,34.7969368,-78.9610007,ZIP,,,,862,0,0,0,0
377197,28357,34.9018879,-79.0827662,ZIP,,,,204,0,0,0,0
377198,28371,34.903171,-78.9795697,ZIP,,,,501,0,0,0,0
377199,28348,34.9149737,-78.92702,ZIP,,,,2775,0,0,0,0
377200,28314,35.0529849,-79.0294532,ZIP,,,,3607,0,0,0,0
377201,28304,35.025528,-78.9896043,ZIP,,,,2669,0,0,0,0
377202,28305,35.0526089,-78.9072444,ZIP,,,,320,0,0,0,0
377203,28303,35.08,-78.96,TESTCENTER,2273664,HIGH SCHOOL,TERRY SANFORD HIGH SCHOOL,,0.170456583,1020,173.8657143,3086.057857
377204,28303,35.0856441,-78.9593635,ZIP,,,,1984,0,0,0,0
377205,28392,34.7353288,-78.8009555,ZIP,,,,123,0,0,0,0
377206,28332,34.6590486,-78.7379111,ZIP,,,,31,0,0,0,0
377207,28399,34.7845233,-78.7090118,ZIP,,,,151,0,0,0,0
377208,28306,34.9584949,-78.8968484,ZIP,,,,3090,0,0,0,0
377209,28301,35.05099,-78.842255,TESTCENTER,2273666,HIGH SCHOOL,E E SMITH HIGH SCHOOL,,0.184913942,505.21875,84.63,1152.525
377210,28301,35.0747996,-78.8842572,ZIP,,,,1782,0,0,0,0
377211,28312,34.9477518,-78.7381328,ZIP,,,,1305,0,0,0,0
377212,28301,35.03,-78.76,TESTCENTER,2273663,HIGH SCHOOL,CAPE FEAR HIGH SCHOOL,,0.189542099,340.5230769,64.72,910.4023077
377213,28391,35.0216292,-78.698798,ZIP,,,,393,0,0,0,0
377214,28310,35.1634711,-79.037914,ZIP,,,,541,0,0,0,0
377215,28326,35.2690467,-79.1546887,ZIP,,,,1241,0,0,0,0
377216,27332,35.3847044,-79.1372155,ZIP,,,,2139,0,0,0,0
377217,28308,35.1715497,-79.017085,ZIP,,,,54,0,0,0,0
377218,28307,35.1385594,-78.9818866,ZIP,,,,855,0,0,0,0
377219,28390,35.2194866,-78.9559731,ZIP,,,,1347,0,0,0,0
377220,27546,35.331954,-78.921223,TESTCENTER,2272827,HIGH SCHOOL,WESTERN HARNETT HIGH SCHOOL,,0.177836601,340,60.46444444,441.32
377221,27559,35.6282135,-79.102818,ZIP,,,,126,0,0,0,0
377222,27505,35.4234748,-79.0010289,ZIP,,,,447,0,0,0,0
377223,27562,35.6404476,-78.990037,ZIP,,,,109,0,0,0,0
377224,28311,35.1677919,-78.8877406,ZIP,,,,2677,0,0,0,0
377225,28356,35.2370202,-78.7903957,ZIP,,,,315,0,0,0,0
377226,27546,35.3853173,-78.8621072,ZIP,,,,2053,0,0,0,0
377227,28323,35.3147909,-78.8343758,ZIP,,,,235,0,0,0,0
377228,28395,35.1385111,-78.741362,ZIP,,,,166,0,0,0,0
377229,28342,35.1911833,-78.6512623,ZIP,,,,50,0,0,0,0
377230,28339,35.3105403,-78.7327468,ZIP,,,,442,0,0,0,0
377231,27540,35.6150623,-78.8915593,ZIP,,,,1777,0,0,0,0
377232,27526,35.5440099,-78.8298236,ZIP,,,,2526,0,0,0,0
377233,27521,35.4121205,-78.655865,ZIP,,,,386,0,0,0,0
377234,27501,35.4849414,-78.6845701,ZIP,,,,1200,0,0,0,0
377235,27592,35.5573559,-78.6722454,ZIP,,,,1067,0,0,0,0
377236,28467,33.9179874,-78.5919532,ZIP,,,,228,0,0,0,0
377237,28468,33.8996496,-78.5192079,ZIP,,,,98,0,0,0,0
377238,28452,33.9916026,-78.5495703,ZIP,,,,52,0,0,0,0
377239,28469,33.9264278,-78.4668196,ZIP,,,,249,0,0,0,0
377240,28420,34.0736768,-78.4838503,ZIP,,,,274,0,0,0,0
377241,28470,33.9641837,-78.4035472,ZIP,,,,722,0,0,0,0
377242,28462,34.0264909,-78.2896612,ZIP,,,,620,0,0,0,0
377243,28422,34.0263697,-78.1893118,ZIP,,,,362,0,0,0,0
377244,28422,34.025962,-78.16814,TESTCENTER,2272972,HIGH SCHOOL,BRUNSWICK CO EARLY COLLEGE HS,,0.206549424,164.9,34.06,414.9329412
377245,28455,34.1116567,-78.6317958,ZIP,,,,127,0,0,0,0
377246,28442,34.2829243,-78.6134284,ZIP,,,,110,0,0,0,0
377247,28450,34.324418,-78.5152646,ZIP,,,,176,0,0,0,0
377248,28423,34.3086569,-78.3933503,ZIP,,,,158,0,0,0,0
377249,28433,34.4885046,-78.6166728,ZIP,,,,365,0,0,0,0
377250,28434,34.468325,-78.4654847,ZIP,,,,104,0,0,0,0
377251,28436,34.2751015,-78.2672154,ZIP,,,,179,0,0,0,0
377252,28456,34.3749726,-78.287201,ZIP,,,,246,0,0,0,0
377253,28448,34.5201582,-78.3631753,ZIP,,,,64,0,0,0,0
377254,28421,34.5051233,-78.167047,ZIP,,,,87,0,0,0,0
377255,28465,33.9123174,-78.102548,ZIP,,,,260,0,0,0,0
377256,28461,33.9673192,-78.0587435,ZIP,,,,702,0,0,0,0
377257,28449,33.9788113,-77.9337426,ZIP,,,,88,0,0,0,0
377258,28428,34.0468406,-77.9096595,ZIP,,,,291,0,0,0,0
377259,28479,34.1006879,-78.0165108,ZIP,,,,231,0,0,0,0
377260,28451,34.2298178,-78.0893832,ZIP,,,,1474,0,0,0,0
377261,28412,34.1437565,-77.9281523,ZIP,,,,1979,0,0,0,0
377262,28403,34.19,-77.89,TESTCENTER,2273699,HIGH SCHOOL,JOHN T HOGGARD HIGH SCHOOL,,0.132752941,850,112.84,1331.88
377263,28409,34.15512,-77.8621605,ZIP,,,,2013,0,0,0,0
377264,28409,34.166256,-77.87227,TESTCENTER,2273088,HIGH SCHOOL,COASTAL CHRISTIAN HIGH SCHOOL,,0.400473426,75.37538462,30.25,322.3507692
377265,28401,34.2721452,-77.9620176,ZIP,,,,1234,0,0,0,0
377266,28403,34.223653,-77.886213,TESTCENTER,2271148,4 YR COLLEGE/UNIVERSITY,UNIV NORTH CAROLINA WILMINGTON,,0.221477941,170,37.65125,684.98375
377267,28403,34.2216915,-77.8806326,ZIP,,,,4097,0,0,0,0
377268,28405,34.2631818,-77.8663796,ZIP,,,,1674,0,0,0,0
377269,28405,34.31,-77.88,TESTCENTER,2273700,HIGH SCHOOL,E A LANEY HIGH SCHOOL,,0.116673262,935,69.75090909,627.88
377270,28435,34.4059549,-78.1092291,ZIP,,,,160,0,0,0,0
377271,28457,34.434418,-77.923448,TESTCENTER,2272840,HIGH SCHOOL,HEIDE TRASK HIGH SCHOOL,,0.060933707,531.25,31.86083333,333.74
377272,28429,34.3412113,-77.9002163,ZIP,,,,534,0,0,0,0
377273,28457,34.449598,-77.8866376,ZIP,,,,697,0,0,0,0
377274,28425,34.5620552,-77.896281,ZIP,,,,743,0,0,0,0
377275,28405,34.264065,-77.852937,TESTCENTER,2267802,HIGH SCHOOL,CAREER READINESS ACAD AT MOSLEY PLC,,0.105410585,113.05,11.91666667,262.6066667
377276,28405,34.264065,-77.852937,TESTCENTER,2273702,HIGH SCHOOL,WILMINGTON CHRISTIAN ACADEMY,,0.492512997,132.09,65.08666667,473.6233333
377277,28480,34.2257338,-77.7973339,ZIP,,,,106,0,0,0,0
377278,28411,34.3018088,-77.7930894,ZIP,,,,1630,0,0,0,0
377279,28443,34.4450362,-77.6757117,ZIP,,,,1151,0,0,0,0
377280,28337,34.64714,-78.574693,TESTCENTER,2273674,HIGH SCHOOL,EAST BLADEN HIGH SCHOOL,,0.041490973,429.25,17.81,481.6533333
377281,28337,34.6570466,-78.5615591,ZIP,,,,703,0,0,0,0
377282,28441,34.811462,-78.4274145,ZIP,,,,218,0,0,0,0
377283,28382,34.9713077,-78.5177254,ZIP,,,,483,0,0,0,0
377284,28318,35.0198727,-78.6135741,ZIP,,,,273,0,0,0,0
377285,28385,35.0500079,-78.4772298,ZIP,,,,209,0,0,0,0
377286,28444,34.6883051,-78.319958,ZIP,,,,134,0,0,0,0
377287,28447,34.6222971,-78.2773271,ZIP,,,,88,0,0,0,0
377288,28328,35.0035028,-78.3379243,ZIP,,,,1755,0,0,0,0
377289,28328,35.015143,-78.326007,TESTCENTER,2266579,HIGH SCHOOL,CLINTON HIGH SCHOOL,,0.216768627,255,55.276,582.4511
377290,28393,34.9810873,-78.1894802,ZIP,,,,162,0,0,0,0
377291,28341,35.1198759,-78.1744371,ZIP,,,,310,0,0,0,0
377292,28344,35.1604989,-78.6245754,ZIP,,,,248,0,0,0,0
377293,28334,35.2722079,-78.5681041,ZIP,,,,1686,0,0,0,0
377294,28366,35.221258,-78.426037,TESTCENTER,2273673,HIGH SCHOOL,MIDWAY HIGH SCHOOL,,0.200013072,170,34.00222222,342.3994444
377295,28366,35.221258,-78.426037,TESTCENTER,2273685,HIGH SCHOOL,HOBBTON HIGH SCHOOL,,0.213679537,123.6277778,26.43333333,259.4166667
377296,27504,35.4003087,-78.5182779,ZIP,,,,997,0,0,0,0
377297,27524,35.3945634,-78.3875948,ZIP,,,,857,0,0,0,0
377298,27520,35.6197322,-78.4770255,ZIP,,,,2516,0,0,0,0
377299,28366,35.2302279,-78.3620142,ZIP,,,,360,0,0,0,0
377300,27577,35.4896375,-78.3328938,ZIP,,,,1448,0,0,0,0
377301,27577,35.50684,-78.347866,TESTCENTER,2273564,HIGH SCHOOL,SMITHFIELD SELMA HIGH SCHOOL,,0.418497041,259.090625,109.2,1557.97125
377302,27576,35.5775242,-78.2613111,ZIP,,,,1167,0,0,0,0
377303,27568,35.5101241,-78.2450994,ZIP,,,,28,0,0,0,0
377304,27569,35.4290655,-78.1827489,ZIP,,,,547,0,0,0,0
377305,27555,35.5626828,-78.2041333,ZIP,,,,12,0,0,0,0
377306,27542,35.6182928,-78.1368384,ZIP,,,,626,0,0,0,0
377307,28478,34.6428397,-78.0420386,ZIP,,,,312,0,0,0,0
377308,28458,34.8147766,-78.0907903,ZIP,,,,430,0,0,0,0
377309,28464,34.770036,-78.022091,TESTCENTER,2273018,HIGH SCHOOL,WALLACE ROSE HILL HIGH SCHOOL,,0.031505882,850,26.78,250.91
377310,28464,34.7822401,-78.0210907,ZIP,,,,153,0,0,0,0
377311,28458,34.823462,-78.016624,TESTCENTER,2273669,HIGH SCHOOL,UNION HIGH SCHOOL,,0.393933165,103.1333333,40.69,305.9833333
377312,28466,34.741253,-77.8756513,ZIP,,,,607,0,0,0,0
377313,28453,34.8864395,-78.0762563,ZIP,,,,246,0,0,0,0
377314,28398,34.9897763,-78.0641508,ZIP,,,,557,0,0,0,0
377315,28349,34.9811588,-77.9270592,ZIP,,,,237,0,0,0,0
377316,28521,34.8179021,-77.7366182,ZIP,,,,123,0,0,0,0
377317,28454,34.6781262,-77.6508708,ZIP,,,,158,0,0,0,0
377318,28518,34.8948228,-77.7474933,ZIP,,,,504,0,0,0,0
377319,28508,35.0996682,-77.8247884,ZIP,,,,182,0,0,0,0
377320,28572,35.0278953,-77.7364173,ZIP,,,,481,0,0,0,0
377321,28325,35.1539221,-78.1041384,ZIP,,,,52,0,0,0,0
377322,28365,35.172565,-78.0523571,ZIP,,,,1276,0,0,0,0
377323,27530,35.3811744,-78.062514,ZIP,,,,2686,0,0,0,0
377324,28333,35.292564,-78.027274,TESTCENTER,2272976,HIGH SCHOOL,SOUTHERN WAYNE HIGH SCHOOL,,0.039648841,510,20.22090909,276.67
377325,28333,35.2861315,-78.017373,ZIP,,,,890,0,0,0,0
377326,28578,35.196952,-77.8569721,ZIP,,,,467,0,0,0,0
377327,27531,35.3429937,-77.9644113,ZIP,,,,109,0,0,0,0
377328,27533,35.36643,-77.92207,TESTCENTER,2273616,2 YR COMM COLLEGE,WAYNE COMMUNITY COLLEGE,,0.48413133,255.3,123.6223529,1170.846471
377329,27534,35.3734778,-77.8966663,ZIP,,,,1999,0,0,0,0
377330,27851,35.6400827,-78.0306782,ZIP,,,,364,0,0,0,0
377331,27863,35.4881439,-77.9717295,ZIP,,,,862,0,0,0,0
377332,27830,35.564168,-77.9503093,ZIP,,,,333,0,0,0,0
377333,27813,35.6346992,-77.9377171,ZIP,,,,45,0,0,0,0
377334,28551,35.3213229,-77.7808558,ZIP,,,,1016,0,0,0,0
377335,28525,35.1322914,-77.6866724,ZIP,,,,240,0,0,0,0
377336,28504,35.2245633,-77.634868,ZIP,,,,1469,0,0,0,0
377337,27883,35.6005358,-77.8036965,ZIP,,,,242,0,0,0,0
377338,28580,35.4532739,-77.6795384,ZIP,,,,695,0,0,0,0
377339,27888,35.5892768,-77.7159502,ZIP,,,,189,0,0,0,0
377340,27316,35.6970133,-79.6257928,ZIP,,,,484,0,0,0,0
377341,27355,35.7949664,-79.5740072,ZIP,,,,203,0,0,0,0
377342,27298,35.8851152,-79.5675454,ZIP,,,,667,0,0,0,0
377343,27344,35.735392,-79.456624,TESTCENTER,2268096,HIGH SCHOOL,JORDAN MATTHEWS HIGH SCHOOL,,0.301629768,176.6866667,53.73333333,499.576
377344,27344,35.7222653,-79.4336905,ZIP,,,,1256,0,0,0,0
377345,27283,35.951474,-79.6354182,ZIP,,,,179,0,0,0,0
377346,27377,36.0426748,-79.6087292,ZIP,,,,367,0,0,0,0
377347,27301,36.116291,-79.668388,TESTCENTER,2271354,HIGH SCHOOL,NORTHEAST GUILFORD HIGH SCHOOL,,0.058666667,510,29.92,452.1253846
377348,27301,36.1135101,-79.6656557,ZIP,,,,588,0,0,0,0
377349,27249,36.1541407,-79.5823894,ZIP,,,,845,0,0,0,0
377350,27215,36.0270987,-79.4917994,ZIP,,,,2221,0,0,0,0
377351,27244,36.146638,-79.502334,TESTCENTER,2271879,HIGH SCHOOL,WESTERN ALAMANCE HIGH SCHOOL,,0.074793169,527,39.416,494.505
377352,27215,36.072011,-79.462152,TESTCENTER,2273477,HIGH SCHOOL,WALTER M WILLIAMS HIGH SCHOOL,,0.106289308,450.5,47.88333333,368.7933333
377353,27215,36.072011,-79.462152,TESTCENTER,2273483,HIGH SCHOOL,HUGH M CUMMINGS HIGH SCHOOL,,0.092258065,263.5,24.31,769.23
377354,27349,35.9013125,-79.416062,ZIP,,,,376,0,0,0,0
377355,27312,35.7564045,-79.2097895,ZIP,,,,848,0,0,0,0
377356,27253,35.9661662,-79.3473506,ZIP,,,,1818,0,0,0,0
377357,27340,35.9458726,-79.317167,ZIP,,,,1,0,0,0,0
377358,27253,36.07,-79.37,TESTCENTER,2273487,HIGH SCHOOL,GRAHAM HIGH SCHOOL,,0.085876471,340,29.198,399.982
377359,27217,36.1288,-79.411447,TESTCENTER,2271411,OTHER,CLOVER GARDEN SCHOOL,,0.275404945,58.65,16.1525,231.88
377360,27302,36.11,-79.3,TESTCENTER,2273490,HIGH SCHOOL,EASTERN ALAMANCE HIGH SCHOOL,,0.169,170,28.73,403.0125
377361,27258,36.0108018,-79.2911976,ZIP,,,,391,0,0,0,0
377362,27302,36.1420299,-79.2661809,ZIP,,,,1727,0,0,0,0
377363,27243,36.0669164,-79.1981478,ZIP,,,,257,0,0,0,0
377364,27214,36.206055,-79.671126,ZIP,,,,697,0,0,0,0
377365,27320,36.343209,-79.664212,TESTCENTER,2272316,HIGH SCHOOL,ROCKINGHAM COUNTY HIGH SCHOOL,,0.115514706,707.2,81.692,556.754
377366,27320,36.3416434,-79.6575265,ZIP,,,,2607,0,0,0,0
377367,27244,36.2153772,-79.4863698,ZIP,,,,2424,0,0,0,0
377368,24069,36.5768856,-79.6425656,ZIP,,,,105,0,0,0,0
377369,27326,36.4641162,-79.556845,ZIP,,,,261,0,0,0,0
377370,27311,36.4796508,-79.4725635,ZIP,,,,208,0,0,0,0
377371,24541,36.5888216,-79.5151004,ZIP,,,,1846,0,0,0,0
377372,24541,36.577937,-79.441112,TESTCENTER,2272653,HIGH SCHOOL,GEORGE WASHINGTON HIGH SCHOOL,,0.333325427,214.09375,65.01625,440.955625
377373,27217,36.190945,-79.3801853,ZIP,,,,2513,0,0,0,0
377374,27379,36.3740995,-79.3345125,ZIP,,,,306,0,0,0,0
377375,27231,36.2077153,-79.1694188,ZIP,,,,155,0,0,0,0
377376,27314,36.3103602,-79.1962496,ZIP,,,,68,0,0,0,0
377377,27291,36.4183159,-79.1684283,ZIP,,,,127,0,0,0,0
377378,27315,36.5101899,-79.403541,ZIP,,,,126,0,0,0,0
377379,24540,36.6345064,-79.4267512,ZIP,,,,2083,0,0,0,0
377380,27212,36.480967,-79.2798562,ZIP,,,,96,0,0,0,0
377381,27305,36.5268053,-79.2337548,ZIP,,,,127,0,0,0,0
377382,24586,36.6070441,-79.2766092,ZIP,,,,326,0,0,0,0
377383,24594,36.6468433,-79.178528,ZIP,,,,113,0,0,0,0
377384,27516,35.9061971,-79.1548546,ZIP,,,,2846,0,0,0,0
377385,27502,35.7152505,-78.9209925,ZIP,,,,2122,0,0,0,0
377386,27523,35.7736176,-78.9569261,ZIP,,,,590,0,0,0,0
377387,27517,35.850468,-79.0231215,ZIP,,,,980,0,0,0,0
